parent_id,parent,reply,character
234,She had a hysterectomy.,Which one is that again?,Michael
235,That’s where they remove the uterus.,"Oh God! Dwight, no. I’m trying to write something funny. What am I going to do with a removed uterus?",Michael
236,It could be kind of funny.,"You know what, I am on a deadline here, and just… OK. Thanks, thanks for your help. I’ll work it out. Thank you Dwight. That was a waste of time.",Michael
237,Michael? Are you done yet?,"Almost there. Just a sec. Just a second. It is perfect, thank you. Excellent, here we go. It is time, thank you. OK, come on. Let’s go! Get the cake. Here we go. Come on! Shhh. Be quiet.",Michael
238,"No, it’s ah…","It’s surprise Meredith. One, two…",Michael
239,Happy birthday to you.,Find a key.,Michael
240,"… birthday, dear Meredith Happy birthday to you…",And many more!,Michael
241,"Last year, five years ago…","You were surprised, weren’t you?",Michael
242,Yes.,"You looked freaked, man. We said “Surprise.” You were, like, “What?” “What the hell’s goin’ on here?” Good cake. Why don’t you have some?",Michael
243,"Uh, I can’t. Um…",Come on. A little bit.,Michael
244,I can’t eat dairy.,"Oh, right. God, too bad. It’s so good.",Michael
245,"Yeah, it makes me sick.","You know what? If I were allergic to dairy, I think I’d kill myself. ‘Cause this is way, way too good.",Michael
246,"Speaking of which, I meant to tell you. Very impressive, the uh, donation you gave to Oscar’s charity. What was it? 25 bucks?","Well, you know, money isn’t everything Jim. It’s not the key to happiness. You know what is? Joy. You should remember that. Maybe you’ll give more than three dollars next time.",Michael
247,"Yeah, well, three dollars a mile. It’s gonna end up being like 50 bucks. So… God, I can’t even calculate what you’re gonna have to give.",Is Oscar around?,Michael
248,"Well, that’s what a walk-a-thon is.",I know…,Michael
249,"It says it right on the sheet. Look, look at the sheet. It says, “However many dollars per mile.”",Right. Got it. Yes. So it does. Um…,Michael
250,I just think it’s kind of cheap to un-donate money to a charity.,"No, no, no, no, no. That wasn’t what I wasn’t, that wasn’t… No. It-it-it’s not about the money. It’s just… it… it’s the ethics of the thing, Oscar. How’s your nephew? Is he in good shape?",Michael
251,Yeah.,How many miles did he do last year?,Michael
252,"Last year, he walked 18 miles.",Son of a bitch. That is impressive.,Michael
253,Happy Birthday.,Read it out loud. And say who wrote everything so we know whose is the best.,Michael
254,"“Happy Bird-day” Um… “Meredith, good news. You’re not actually a year older because you work here, where time stands still.”",I don’t know about that.,Michael
255,"That was Stanley. “Meredith, happy birthday, you’re the best. Love, Pam.”","Huh! Thanks, downer.",Michael
256,"This is from Michael. “Meredith, let’s hope the only downsizing that happens to you is that someone downsizes your age.”",Because of the downsizing. Rumors. And because you’re gettin’ old.,Michael
257,"No, I… I get it. It’s funny.","You didn’t get the joke. So, that’s cool. That’s, you know what? Actually… I have a bunch of these, good ones, that I didn’t use. Um… Oh, where’s that? Oh, OK, here’s a good one. Um… “Hey Meredith, Liz Taylor called, she wants her age back and her divorces back.” ‘Cause Meredith’s been divorced like, twice. Is that right?",Michael
258,You’re right. You’re right. Yes.,"Divorce. Um… OK, “Meredith is so old…”",Michael
259,How old is she?,Everybody? If… could do it? “Meredith is so old…”,Michael
260,How old is she?,"“She’s so old, she went into an antique store and they kept her.”",Michael
261,"“She’s so old, she went into an antique store and they kept her.”","That wasn’t even mine. I got that off the Internet. Website. Um, don’t get mad at me.",Michael
262,"Uh, nice party Michael.","This isn’t my fault. Ladies, not your best effort. The streamers? I think we could have done better than that.",Michael
263,"Oh, boy… You…","OK, we… all right. People, hold on, hold on. Just a second. OK, I think we’re losing sight of what is really important here. And that is that we are… a group of people… who work together. I was… I really wasn’t gonna flaunt this. I have made a very sizable donation to Oscar’s nephew’s… walkathon. $25.",Michael
264,Per mile.,"Per mile, yes.",Michael
265,"Thank you, Michael.","Come here. Don’t cash that till Friday, OK?",Michael
266,"Dunder Mifflin, this is Pam. Hold please.","All righty then, well I see you’re going for the whole bored supermodel thing. “Dunder Mifflin, this is Pam. May I help you?” Smoke, smoke, smoke, smoke.",Michael
267,I wasn’t really going for anything.,"No, no. I get it, I get it, I get it. A child is born, “Oh, oh-hum.” A beautiful sunset, “No, I’ll catch the next one.” Right? Unicorn walks into the office, “Oh, do you have an appointment?” Okay, look Pam this is not meant as a criticism, but let me tell you what you’re doing wrong. You are the voice of this company, right? And when clients call and you’re not smiling they can hear that in your voice. It is a real turnoff.",Michael
268,Are you being serious?,"Yes, I am, absolutely. So, the next call we get I’d like you to smile. I’d like to see a big smile.",Michael
269,Okay.,Okay.,Michael
270,No one’s calling.,"I know, somebody will. And we’ll wait.",Michael
271,Sometimes there’s a lot of time between the calls.,"I know, I know, we will wait.",Michael
272,Okay.,"We will wait for the call and you will smile. Let me try something, just while we’re waiting.",Michael
273,Okay.,"Tell me if I’m smiling or not. Hi Pam, how are you? Was I smiling?",Michael
274,Yes.,"Okay, let me try this one. Hi Pam, how are you?",Michael
275,No.,I mean you can tell.,Michael
276,"Yeah, I could tell.",I wasn’t smiling that time and they can tell too.,Michael
277,That was a good example.,"Thank you. All right, when we get a call I’ll come back and you’ll do the smile.",Michael
278,Okay.,Show time! It’s show time!,Michael
279,"Dunder Mifflin, this is Pam. One moment I’ll transfer you.",Okay.,Michael
280,"Hi, do you mind if I sign the card real quick?","No, not at all come on in. No, no. You can’t. No, red hair is my area. We have it on tape, so…",Michael
281,It’s just a birthday card.,"I was going to put that in my message, Toby. All right? So just cross it off. Cross it off, now. What are you doing? Oh come on, you’re ruining it. Toby, come on. Just, look at that. That’s wrecked. Ass. Get some white out.",Michael
282,There’s some right there.,"That’s my white out. Get your own white out. Just… what’s the matter with you? God. Okay, um, there was a girl from Dunder Mifflin. Who had a big, puttifflin. Mifflin, spifflin.",Michael
283,Hey.,Hey.,Michael
284,You wanted to see me?,"Uh, yeah. What do you know about Meredith?",Michael
285,I don’t think she’d be missed.,"There’s not going to be downsizing Dwight, OK? I just, I need to know a little bit more about my friend.",Michael
286,"Name, Meredith Palmer. Uh, personal information, divorced twice, two kids. Uh, Employer, Dunder Mifflin Paper Incorporated. Awards, multiple Dundies.","I know all that. I know all that. I just, I need something kind of embarrassing, you know. Kind of fun, inside.",Michael
287,She had a hysterectomy.,Which one is that again?,Michael
288,That’s where they remove the uterus.,"Oh God! Dwight, no. I’m trying to write something funny here, okay. What am I going to do with a removed uterus?",Michael
289,It could be kind of funny.,"Come up with a joke that I can use, okay?",Michael
290,Mmm-hmm.,Help me out here.,Michael
291,"Okay. Hey Meredith, where’s your uterus?","No, not a uterus joke Dwight. Please. Something useable. A joke.",Michael
292,"If I find a joke for you, will you grant me immunity?",What?,Michael
293,From the downsizing.,"There’s not going to be downsizing, Dwight. You know what, I am on a deadline here and just, okay. Thanks. Thanks for your help. I’m… I’ll work it out. Thank you Dwight. Thanks for coming in, that’s always… Always helpful when I give him a call. Call him in.",Michael
294,I hate that.,"I know. Ugh, that is so annoying. Brain fart. By the way, do you remember any funny interactions we may have had recently that I’ve forgotten about? Just, you know we bumped into each and you said, “Brr, brr.” And I went, “Argh, Argh.” You know? Anything? Well, if you think of something, let me know. ‘Cause I like to know. ‘Cause I’m going crazy.",Michael
295,I never suggested…,"No, no. I know you didn’t intend to, but I just I got the idea and I, uh, I just don’t it has a lot of ethical merit to make people think something. You know? And then prey on their emotions.",Michael
296,"Michael, if I gave you…","No, hey it’s just kinda uncool, okay? I, just… Play fair, you know, play fair.",Michael
297,Thank you.,Thank you.,Michael
298,"“Meredith, let’s hope the only downsizing that happens to you is that someone downsizes your age.”",Because of the downsizing. Rumors. And because you’re gettin’ old.,Michael
299,"No, I…I get it. It’s funny.","You didn’t get the joke. So, that’s cool. That’s, you know what? Actually… I have a bunch of these, good ones, that I didn’t use. Um… Oh, where’s that? Oh, Okay, here’s a good one. Um…”Hey Meredith, Liz Taylor called, she wants her age back and her divorces back.” ‘Cause Meredith’s been divorced like, twice. Is that right?",Michael
