quote_id,quote,character
165,"Speaker at the Sales Convention. Been there, done that. Went there again, did it again. Two years in a row. Consecutive. I just… I miss the feeling of knowing that you did a good job because someone gives you proof of it. Sir, you’re awesome! Here’s a plaque. What, a whole year has gone by and you need more proof? Here’s a certificate. They stopped making plaques that year.",Michael
166,Dwight is not going to do a job. It’s sad. And they’re expecting excellence because I did do such a good job. Two years in a row. I killed. It was amazing.,Michael
167,"Confidence, Dwight.",Michael
168,All right. You ready? Here we go! Wow. It’s a little bit bigger than I remember. Come on. We’re down here. Right.,Michael
169,"I’m very sorry. I did not know you were wearing a hearing aid and I just thought you were speaking abnormally. …And now the black guy from the ‘Police Academy’ movies. A robot. Michael Winslow, anyone?",Michael
170,"Dwight gave a great speech. That’s the word on the street anyway. And I entertained Dwight to no end with my bar stories. So, I captivated the guy who captivated a thousand guys. Can you believe that? A thousand guys?",Michael
171,"Ryan is a temp, and that means that he could go at any time. Am I worried about that? Try scared to death.",Michael
172,"Listen, I like kids. But this is not a kid’s environment. This is like HBO, no limits. Who knows what I’m going to say? Crazy stuff. And it is R rated, it is not rated G. I am like Eddie Murphy in “Raw,” and they are trying to make me into Eddie Murphy in “Daddy Daycare.” both great movies, but, still.",Michael
173,"It’s not that children make me uncomfortable, it’s just that, why be a dad when you can be a fun uncle? I’ve never heard of anyone rebelling against their fun uncle.",Michael
174,"Just compare last year’s order to this year’s. Uh-huh. Yeah, I’m looking at it right now. … Yes. We–yeah, they’re very–they’re different. Yeah, we can stick with last year’s, you’re just going to have to supplement it, somehow.",Michael
175,"Children cannot lie. They are innocent, and they speak the truth, and out of the mouths of babes, Michael Scott is freaking cool.",Michael
176,"Alright, nowwww… what kind… of pizza do you like?",Michael
177,"I don’t get why parents are always complaining about how tough it is to raise kids. You joke around with them, you give them pizza, you give them candy, you let them live their lives… They’re adults, for God’s sake.",Michael
178,"Yes, it is true. I, Michael Scott, am signing up with an online dating service. Thousands of people have done it, and I am going to do it. I need a username. And… I have a great one . Little kid lover. That way, people will know exactly where my priorities are at.",Michael
179,"Didn’t do background checks of the warehouse guys. Well, I’m sure it’ll be fine.",Michael
180,"Today is my B-day, and people around here just go crazy for it. I don’t know why. Oh! Fun fact. I share my birthday with Eva Longoria. So, I have a",Michael
181,"When I was seven, my mother hired a pony and a cart to come to my house for all the kids… and… I got a really bad rash from the pony, and all the kids got to ride the pony and I had to go inside, and my mother was rubbing cream on me… for probably three hours, and I never came outside. And by the time I got out the pony was already in the truck. And around the corner. So that was my worst birthday.",Michael
182,"When I was sixteen, I was supposed to go out on a date with a girl named Julie. But there was another Michael in the class that she apparently thought the date was with, so she went out with him, on my birthday. And, she got him a cake, at the restaurant. And it wasn’t even his birthday, but I heard about it the next day in school. So…",Michael
183,"Yeah, I’ve been pretty much skating my whole life. I thought about playing in the NHL, but, you’re on the road so much. You got no time to spend with your wife and kids. And I really want a wife and kids.",Michael
184,"Well, apparently in the medicine community, negative means good. Which makes absolutely no sense. In the real world community, that would… be… chaos.",Michael
185,"Two nights ago, I went to an Alicia Keys concert at the Montage Mountain Performing Arts Center. I scored these great aisle seats. Anyway, after the opening act this beautiful girl sits down next to me and I never get to meet girls with lip rings and she had one. I don’t know exactly how this happened but one of her friends started passing around some stuff and they said it was clove cigarettes, and I’m sure that it was clove cigarettes. Everybody in the aisle was doing it.",Michael
186,"I am ridiculously anti-drug. So anti-drug that I am above suspicion in any way that involves suspicion, or testing of any kind.",Michael
187,"Yes, thanks, Fantastic Sam’s. Adult Cut Plus. Comes with a shampoo and blow dry. We’re doing I.D. photos today. Gotta represent.",Michael
188,Ohh… God. Alright. Why do I have to do everything?,Michael
189,"OK, Ryan. You told Toby that Creed has a distinct old man smell?",Michael
190,"Cage matches? Yeah, they work. How could they not work? If they didn’t work, everybody would still be in the cage.",Michael
191,"Okay, so Dwight, in your own words – “Someone replaced all my pens and pencils with crayons. I suspect Jim Halpert.” “Everyone has called me ‘Dwayne’ all day. I think Jim Halpert paid them to.”",Michael
192,"“This morning, I found a bloody glove in my desk drawer and Jim Halpert tried to convince me I committed murder. I think he may be the real murderer.” “Jim Halpert said there was an abandoned infant in the woman’s room. When I went to save the child, I saw Meredith on the can.” Gah. “This morning, I knocked myself in the head with the phone.”",Michael
193,"“Every time I typed my name, it said ‘Diapers’.”",Michael
194,"“By the end of the day, my desk was about two feet closer to the copier.”",Michael
195,"The Japanese have this thing called shiatsu massage, where they dig into your body, very hard. And it is very painful. And apparently, some people throw up. But the next day they feel great. I’ve never had one. They sound awful.",Michael
196,It was really hard getting a good picture of fifteen people. He would not give me a good discount. And eight tries added up.,Michael
197,"One, two.. Didn’t say three, did I?",Michael
198,"But, I’m sort of an expert at Photoshop, so it turned out fine in the end. When people work together, there is going to be conflict. You can’t outrun your problems.",Michael
